Customer Id,Artist Name,Artist Reputation,Height,Width,Weight,Material,Price Of Sculpture,Base Shipping Price,International,Express Shipment,Installation Included,Transport,Fragile,Customer Information,Remote Location,Scheduled Date,Delivery Date,Customer Location,Cost
fffe3300330033003300,Allison Snyder,0.18,,4.0,81.0,,6.09,20.18,No,Yes,No,,Yes,Wealthy,No,01/18/15,01/18/15,"New Joshua, CA 35776",172.23
fffe3700350035003600,Darlene Spooner,0.77,4.0,4.0,34.0,Clay,6.92,10.52,No,Yes,No,Roadways,Yes,Working Class,No,07/16/15,07/16/15,DPO AP 36250,275.96
fffe3400300031003100,Kevin Barnett,,19.0,,339901.0,Stone,225.22,52.14,No,No,Yes,,No,Working Class,No,04/04/18,04/04/18,APO AA 15287,1477.05
fffe3600330035003000,Edgar Williams,0.26,36.0,14.0,88771.0,,123.98,86.28,No,No,Yes,,No,Wealthy,No,03/11/15,03/11/15,"Stephenborough, ID 38676",1204.27
fffe340038003800,April Lewis,0.58,22.0,,345.0,Wood,5.21,23.43,Yes,No,Yes,,No,Working Class,No,02/07/15,02/05/15,"Velezburgh, MI 14990",413.61
fffe3100300037003100,Minnie Holley,0.93,28.0,8.0,8323.0,Bronze,97.9,62.67,No,Yes,No,Airways,No,Wealthy,No,03/13/15,03/16/15,"New Donna, CA 66676",26566.78
fffe3400350038003900,Mary Lee,0.04,18.0,,47782.0,Marble,154.26,37.48,No,Yes,No,Airways,No,Working Class,No,11/13/17,11/14/17,"Port Carlfurt, NC 36667",417.41
fffe3700300030003000,Rosemary Sierra,0.64,7.0,5.0,120.0,Clay,3.53,20.75,No,No,No,Airways,Yes,Working Class,Yes,09/09/17,09/06/17,"South Kyleborough, SC 56003",269.74
fffe3200330031003400,Rosemary Arriaga,0.32,11.0,6.0,16234.0,Marble,13.68,28.37,No,No,Yes,Airways,No,Working Class,,11/03/17,11/01/17,"Sanfordborough, DC 95506",365.5
fffe3300310031003300,Charles Austin,0.65,15.0,8.0,1310.0,Clay,6.22,20.44,Yes,No,Yes,,Yes,Working Class,No,09/25/15,09/25/15,"West Ericport, MI 22879",500.24
fffe3200340039003700,Michael Cuevas,0.35,25.0,8.0,13489.0,Brass,45.31,86.34,No,No,No,,No,Working Class,No,05/12/16,05/12/16,"Melvinstad, SC 78827",817.88
fffe380032003000,Terry Bryant,,5.0,4.0,,,5.55,14.06,No,Yes,No,Roadways,No,Working Class,No,02/11/16,02/07/16,"Munozstad, ND 64506",193.87
fffe3600310031003000,Mildred Cote,,7.0,,76.0,Aluminium,5.6,12.86,No,No,Yes,Roadways,No,Working Class,No,01/10/17,01/09/17,"West Jessicaton, WV 86359",145.29
fffe320038003700,Sarah Reese,0.65,6.0,5.0,,,13.81,11.69,No,No,No,Waterways,No,Wealthy,No,02/22/18,02/25/18,"Baileyfort, ND 62457",241.17
fffe3300340039003300,Nancy Foster,0.16,8.0,5.0,,Brass,4.64,22.96,No,No,No,Waterways,No,Working Class,No,06/17/18,06/13/18,"West Melvin, AR 20094",190.65
fffe3900300030003100,Craig Rival,0.12,36.0,11.0,644.0,Wood,4.65,20.02,No,No,Yes,Roadways,No,Working Class,No,06/10/16,06/10/16,"Stewartshire, MT 35454",159.68
fffe3100300036003600,Robert Thurston,0.51,33.0,17.0,,Bronze,114.49,27.48,No,No,No,Roadways,No,Working Class,No,04/08/15,04/08/15,"Port Benjamin, WI 26106",684.19
fffe3400370037003100,Brandon Baskerville,0.89,18.0,8.0,6537.0,Brass,10.74,61.43,No,Yes,Yes,,No,Working Class,No,08/30/16,08/30/16,"East Jakestad, MS 33012",1724.53
fffe3400320039003700,Linda Merrill,0.79,24.0,19.0,890596.0,Marble,4723.58,57.37,Yes,No,Yes,Waterways,No,Working Class,,06/17/17,06/21/17,"West Amy, CT 95143",37869.02
fffe3500350035003900,Ralph Westmark,0.35,34.0,17.0,,Bronze,67.38,94.16,No,Yes,No,Roadways,No,Working Class,,07/26/18,07/23/18,"Kimberlyberg, MS 54861",1194.88
fffe3600330035003800,Corey Johnson,0.59,10.0,4.0,,Stone,33.3,60.32,Yes,Yes,Yes,,No,Working Class,Yes,11/15/17,11/11/17,"Morrisonbury, WY 17724",1040.19
fffe3800350038003400,Mary Martin,0.11,12.0,8.0,5011.0,Brass,9.88,53.71,Yes,No,Yes,Waterways,No,Working Class,No,08/13/16,08/10/16,"Swansonmouth, IA 49022",361.99
fffe3400300034003000,Thomas Fortney,0.68,10.0,4.0,3734.0,Marble,5.09,13.92,No,No,Yes,Airways,No,Working Class,No,12/13/17,12/13/17,"North Jennifer, PA 71726",333.43
fffe3900330036003100,Robert Bucklew,0.52,17.0,9.0,114716.0,Marble,292.86,32.27,Yes,No,Yes,Airways,No,Working Class,No,04/09/16,04/12/16,"Port Javierchester, FL 82388",1396.08
fffe3800340033003800,Carolyn Smith,0.57,26.0,14.0,916374.0,Marble,1395.66,91.66,No,Yes,No,Roadways,No,Wealthy,No,01/15/17,01/16/17,"East Mollyville, TX 32665",6342.48
fffe3100310035003800,William Ferguson,0.51,7.0,5.0,83.0,Aluminium,6.87,11.5,No,Yes,No,Airways,No,Wealthy,Yes,10/02/18,10/03/18,"North Markmouth, MN 91720",203.92
fffe3600330030003200,Tammy Rogers,0.51,26.0,19.0,8651.0,Clay,16.27,95.78,Yes,No,No,,Yes,Working Class,Yes,09/02/16,09/02/16,"Jasonton, TN 13165",1617.17
fffe3800390038003000,Richard Aguilera,0.85,22.0,10.0,7610.0,Brass,10.87,81.8,No,Yes,No,Roadways,No,Working Class,No,08/05/18,08/05/18,"Colemanview, NH 58316",2077.13
fffe3800390036003000,Clara Johnson,0.21,4.0,3.0,302.0,Marble,5.3,24.29,No,Yes,No,Roadways,No,Working Class,No,07/11/19,07/14/19,"Lake Kellyborough, IL 56428",200.19
fffe340036003900,Danielle Demarest,,,6.0,,Stone,79.26,73.58,Yes,No,Yes,Waterways,No,Working Class,,08/07/19,08/08/19,"Amandamouth, CT 73960",551.44
fffe3800300034003400,Richard Wellman,0.48,20.0,11.0,799159.0,Stone,1263.32,29.83,No,Yes,No,Roadways,No,Wealthy,No,05/12/18,05/09/18,"Johnland, TN 37314",10004.19
fffe3100300034003300,Elizabeth Mak,0.62,23.0,6.0,6640.0,Brass,12.59,63.22,No,No,Yes,Roadways,No,Working Class,No,03/14/15,03/14/15,DPO AE 75233,909.47
fffe3700380036003800,Teresa Murphy,0.14,38.0,22.0,1342220.0,Marble,2297.62,68.06,No,No,No,Roadways,Yes,Working Class,No,04/04/17,04/04/17,"North Markton, MO 81964",4550.72
fffe3600380030003200,Gary Brooks,0.79,40.0,17.0,81070.0,Bronze,307.47,36.32,No,Yes,Yes,Airways,No,Wealthy,No,01/07/19,01/06/19,"Hayneston, NM 15874",6693.05
fffe31003100,Lynn Vaughn,0.6,41.0,9.0,995706.0,Marble,1401.65,60.5,No,No,No,Roadways,Yes,Working Class,No,08/23/15,08/23/15,"South Adrianaland, WV 53503",5080.6
fffe3500300031003000,Dora Rudolph,,,6.0,86607.0,Marble,148.56,92.07,No,No,No,Roadways,No,Working Class,No,12/20/18,12/24/18,"Lake Christopher, MI 29178",499.57
fffe3100390035003300,Myra Quesada,0.16,44.0,20.0,1214.0,,3.85,10.86,Yes,No,No,Waterways,No,Wealthy,No,01/28/17,02/01/17,"Andrewmouth, TN 43868",109.91
fffe3200330031003800,Cassandra Posey,0.9,20.0,15.0,3145.0,Clay,6.38,22.41,No,Yes,No,,Yes,Working Class,No,04/09/15,04/05/15,"Lake Tylerton, MA 88887",1261.38
fffe3700350036003700,William Williams,0.4,18.0,9.0,1802.0,Clay,6.85,22.63,No,Yes,Yes,Airways,Yes,Working Class,No,01/20/16,01/24/16,"Wilsonport, CO 08710",317.96
fffe3300310037003800,Elizabeth Frank,0.17,4.0,4.0,578.0,Stone,4.31,10.74,Yes,No,Yes,Airways,No,Wealthy,No,03/11/15,03/14/15,"North Peggyborough, SC 31407",213.82
fffe3900350039003800,Bobbie Fuson,0.02,12.0,8.0,27948.0,Stone,26.89,66.91,Yes,Yes,Yes,Airways,No,Wealthy,No,12/21/18,12/25/18,"Nixonberg, AL 40313",501.03
fffe3900390036003300,Wanda Rickon,0.02,30.0,12.0,1039949.0,Stone,2181.94,42.73,No,Yes,Yes,Airways,No,Wealthy,No,10/04/18,10/01/18,"Edwardhaven, SD 26268",8787.96
fffe370030003000,Bill Yenz,,7.0,,44.0,Wood,3.07,16.54,No,No,Yes,,No,Working Class,No,07/01/17,06/28/17,"Port Nicholasbury, MD 95368",131.29
fffe3600310037003600,Stephen Christensen,0.75,46.0,,1329.0,Aluminium,3.51,14.74,Yes,Yes,No,Airways,No,Working Class,No,12/04/16,12/06/16,"Garciamouth, MS 97115",510.86
fffe3900350034003000,Jack Bone,0.35,73.0,36.0,5072.0,Wood,10.46,96.49,Yes,Yes,No,Airways,No,Working Class,No,08/23/16,08/25/16,"Lake Samantha, CT 81317",1751.82
fffe3500360035003900,Joe Patton,0.08,9.0,5.0,278.0,,4.69,20.78,Yes,Yes,No,,Yes,Wealthy,,07/24/15,07/22/15,"Armstrongtown, SC 69960",188.54
fffe3100380030003200,Edward Tresvant,0.34,31.0,18.0,10691.0,Clay,19.86,29.47,Yes,No,No,Airways,Yes,Working Class,No,08/28/16,08/31/16,"South Brianville, MO 71415",477.84
fffe3700370032003100,Jill Garibay,0.56,40.0,10.0,1255942.0,Marble,3556.59,36.01,No,Yes,No,Airways,Yes,Working Class,No,09/06/15,09/02/15,"Juliaborough, MO 03248",32689.94
fffe3800370031003900,Michelle Harman,0.54,29.0,11.0,269716.0,Marble,2079.33,62.07,No,No,Yes,Roadways,No,Working Class,Yes,08/17/15,08/19/15,"Jenniferport, CT 07927",6226.86
fffe3700300039003600,Leslie Mccoy,0.2,24.0,9.0,311.0,Wood,5.67,11.92,Yes,Yes,No,Airways,No,Wealthy,No,05/08/17,05/10/17,"Lake John, VA 11387",142.63
fffe3400360039003000,Jenifer Veale,0.42,37.0,14.0,395.0,Wood,5.43,18.45,Yes,Yes,No,Airways,No,Wealthy,No,07/24/16,07/27/16,"Matthewmouth, SC 21427",277.98
fffe3300390034003700,Lindsay Brown,0.31,,8.0,10271.0,Brass,21.05,98.17,No,Yes,No,Roadways,No,Working Class,No,06/10/16,06/10/16,"Hallfurt, KY 82557",710.24
fffe3100350032003500,Jeffrey Coplan,,26.0,10.0,,Bronze,11.48,98.5,Yes,No,Yes,Airways,No,Wealthy,,04/20/17,04/20/17,FPO AP 53314,679.86
fffe3200300038003400,Terry Sharp,0.46,20.0,11.0,,Wood,4.37,12.94,No,No,Yes,Waterways,No,Working Class,No,03/07/18,03/11/18,"Morganhaven, NE 58965",174.75
fffe3100380032003000,Caroline Ringhouse,0.15,25.0,18.0,1011.0,,3.14,15.45,No,No,No,Roadways,No,Working Class,No,05/07/19,05/10/19,"Dennisfort, IL 89732",119.87
fffe3200330036003900,Patrick Lashley,0.6,16.0,8.0,7766.0,Brass,23.43,46.04,No,Yes,No,,No,Working Class,,03/15/18,03/11/18,"West Cody, AZ 52934",733.23
fffe3800340030003000,Vincent Ng,0.37,44.0,22.0,1521.0,Wood,10.05,14.24,Yes,No,No,Waterways,No,Wealthy,Yes,06/30/16,07/01/16,"New Erin, MN 22915",220.84
fffe3400370038003200,Lindsey Maraldo,0.64,43.0,,9579.0,Clay,6.18,62.35,No,No,No,,Yes,Working Class,,08/20/15,08/24/15,"Moorechester, OR 78147",1320.56
fffe34003200,Craig Sloan,,7.0,4.0,2056.0,Marble,6.92,18.02,No,No,No,,No,Working Class,No,08/15/15,08/15/15,"Kendrafurt, RI 52910",319.08
fffe340039003100,Kathleen Champion,0.4,3.0,3.0,11.0,Wood,5.2,22.44,No,No,Yes,Roadways,No,Working Class,Yes,07/21/18,07/21/18,"Jeffhaven, VA 80740",176.04
fffe3800340033003300,Mary Bingham,0.21,31.0,10.0,702304.0,Marble,2867.68,92.58,Yes,Yes,Yes,Airways,No,Wealthy,No,01/11/17,01/09/17,"South Cynthia, SD 35672",7924.96
fffe3100390037003600,Gloria Fischer,0.97,23.0,6.0,96126.0,Marble,573.69,46.42,Yes,No,No,Airways,No,Working Class,No,12/01/15,11/27/15,"Lake Kathy, UT 67471",16966.63
fffe3800330035003100,John Witzke,0.42,4.0,4.0,1076.0,Stone,3.25,11.36,No,Yes,No,Airways,No,Working Class,No,01/18/16,01/14/16,"Nicholasberg, AR 71778",231.98
fffe3200340036003200,Donald White,0.6,27.0,13.0,29541.0,Bronze,124.96,74.15,Yes,No,Yes,Airways,No,Working Class,No,07/18/16,07/18/16,"Hintonland, TN 92740",1856.51
fffe3100380035003100,Gail Pierce,,17.0,6.0,433.0,Aluminium,6.97,19.75,Yes,Yes,Yes,Airways,No,Wealthy,No,08/07/19,08/04/19,"North Julietown, IA 34732",616.43
fffe3800390035003700,Latoya Carrillo,0.47,11.0,6.0,1784.0,Bronze,5.62,18.12,Yes,No,No,Airways,No,Working Class,No,12/01/16,11/27/16,"South Craigview, OR 81938",281.68
fffe3200320036003500,Rose Craddock,0.56,12.0,8.0,177.0,Wood,4.19,23.7,Yes,Yes,No,,No,Wealthy,Yes,07/12/15,07/12/15,DPO AP 47332,350.6
fffe3300380036003200,Betty Lindquist,0.38,30.0,16.0,2490.0,Aluminium,5.6,15.92,Yes,No,No,Waterways,No,Working Class,No,01/16/15,01/13/15,"South Anthonytown, ND 52515",228.8
fffe3100370037003200,Roberta Brooks,0.35,29.0,18.0,62230.0,Brass,161.56,86.46,No,Yes,No,Roadways,No,Working Class,No,11/28/18,11/26/18,"New Zachary, PA 40680",1276.37
fffe3200340038003600,Karen Oconnor,,31.0,,,Aluminium,9.55,20.02,No,No,Yes,Waterways,No,Working Class,No,05/21/16,05/24/16,"Port Kevinside, VA 01428",2061.45
fffe3900380034003600,Lisa Free,0.31,28.0,13.0,521865.0,Stone,1655.68,71.33,No,Yes,No,Airways,No,Working Class,No,11/12/18,11/15/18,"Allenburgh, HI 62860",4416.65
fffe3100370035003400,Susan Merlette,0.38,16.0,6.0,36018.0,Marble,126.35,81.79,No,Yes,No,,No,Working Class,No,02/12/18,02/15/18,"Wilcoxside, ID 55096",808.52
fffe3800320036003300,Maria Bass,0.01,6.0,5.0,26.0,Wood,6.1,24.04,Yes,Yes,No,Airways,No,Wealthy,No,01/13/19,01/11/19,"Lake Nicholas, UT 85191",165.55
fffe390037003000,Debra Baremore,0.3,24.0,8.0,384.0,Wood,4.77,11.71,No,Yes,No,,No,Wealthy,Yes,08/13/15,08/13/15,"Salazarborough, SD 01089",160.63
fffe3400370034003100,Jason Breisch,0.67,44.0,7.0,1864.0,Aluminium,4.51,14.33,Yes,No,Yes,Waterways,No,Working Class,Yes,04/19/17,04/15/17,"Robertsside, ME 97209",520.28
fffe3100310031003200,Sarah Foster,0.66,,13.0,749.0,Wood,5.0,24.55,Yes,No,Yes,Waterways,No,Working Class,No,05/06/19,05/10/19,"Stevenstad, WI 43261",575.4
fffe320031003500,Robert Rogers,0.01,30.0,8.0,,Brass,36.08,79.76,No,No,Yes,Airways,No,Working Class,,04/04/19,04/03/19,"South Brandi, NJ 91024",465.87
fffe3500380033003400,Christopher Ragland,0.44,,,4423.0,Bronze,7.69,22.62,No,Yes,No,Airways,No,Working Class,No,03/08/15,03/08/15,"Davidshire, WI 21919",377.58
fffe3400360035003100,Michael Moore,0.66,14.0,6.0,,Brass,5.91,16.06,No,No,No,Waterways,No,Working Class,,03/10/18,03/09/18,"Freemanstad, MA 65145",299.81
fffe3500390032003200,Amy Linkous,0.97,37.0,7.0,2794.0,Clay,8.64,21.43,Yes,No,No,,Yes,Working Class,No,04/13/19,04/12/19,"Adkinsfurt, OK 37177",2846.76
fffe3100330039003300,Terri Tovar,,26.0,8.0,4711.0,Bronze,18.93,15.2,Yes,Yes,No,,No,Wealthy,Yes,08/19/15,08/23/15,"New Eric, CA 59094",283.32
fffe3300360037003500,Sam Zoll,0.2,13.0,7.0,560.0,Aluminium,5.64,12.78,No,Yes,Yes,Roadways,No,Wealthy,No,08/08/16,08/04/16,"Danielberg, DC 97431",181.18
fffe3100340036003900,Augusta Ashe,0.33,26.0,13.0,1362733.0,Stone,1709.47,33.62,Yes,Yes,No,Airways,No,Working Class,No,10/19/16,10/22/16,"Robertfort, NC 81786",13151.12
fffe3900320035003300,Annie Grant,0.98,21.0,9.0,860.0,Aluminium,5.11,12.58,No,No,No,Roadways,No,Wealthy,No,09/25/18,09/25/18,"South Antonio, WA 53757",621.5
fffe3500350036003400,Helen Clark,0.73,33.0,15.0,26774.0,Bronze,248.72,36.43,No,No,No,Roadways,No,Working Class,No,05/19/18,05/18/18,"New Danny, GA 64354",1597.99
fffe3200340032003000,Stephen Keys,,29.0,10.0,1704.0,Clay,9.69,20.72,No,No,No,Roadways,Yes,Working Class,No,07/17/19,07/16/19,"Yangfort, OH 18739",470.12
fffe3900390034003600,Thomas Buczek,0.56,24.0,12.0,2234.0,Aluminium,13.67,22.68,No,No,No,Roadways,No,Working Class,No,09/05/18,09/02/18,"Port Laura, MT 14785",368.01
fffe3100310030003100,Jose Hillin,0.71,9.0,4.0,128.0,Clay,3.15,17.43,Yes,No,Yes,Waterways,Yes,Working Class,,10/31/17,11/04/17,"Jessicaburgh, MO 86621",236.05
fffe3800350033003300,Carlos Roorda,0.17,45.0,12.0,3446844.0,Stone,5692.8,54.66,Yes,No,No,Waterways,No,Working Class,No,08/13/16,08/13/16,"Johnville, AR 11743",11042.44
fffe3400380035003500,Jack Farmer,,3.0,3.0,4.0,Wood,5.14,11.41,Yes,Yes,No,,No,Wealthy,No,07/22/16,07/23/16,"Mistyside, IN 21715",162.27
fffe3300370030003400,Zachary Lazenby,0.87,28.0,11.0,1415173.0,Stone,12222.32,64.55,No,No,Yes,Waterways,No,Working Class,Yes,11/18/16,11/22/16,"Davishaven, MN 44358",23656.62
fffe3200310031003000,Janet Webber,0.81,19.0,9.0,404.0,,6.57,17.23,Yes,No,No,Airways,No,Working Class,No,01/22/18,01/19/18,"Port Benjaminport, FL 44988",603.54
fffe3500300034003400,Ruth Padilla,0.6,24.0,6.0,3432.0,Bronze,7.76,20.62,Yes,No,No,,No,Working Class,No,11/11/16,11/11/16,APO AE 96328,490.9
fffe3600360034003100,Geraldine Steele,0.42,13.0,6.0,51759.0,Stone,86.83,99.95,No,No,No,Waterways,No,Working Class,No,08/15/16,08/13/16,DPO AE 13927,1599.68
fffe3400320037003700,Socorro Guerra,0.6,,11.0,3232.0,,17.51,13.31,Yes,No,No,Airways,No,Working Class,Yes,09/27/18,09/25/18,FPO AE 11728,391.61
fffe3600360038003100,Juan Ridenhour,0.94,30.0,13.0,996709.0,Marble,5519.02,53.47,Yes,No,Yes,Airways,No,Working Class,No,07/09/17,07/13/17,"South Alexis, AZ 37863",137069.47
fffe360033003900,Roger Ho,,9.0,5.0,184.0,Clay,5.76,14.5,No,Yes,Yes,Airways,Yes,Working Class,Yes,08/01/15,07/29/15,"South Veronicahaven, VA 29547",253.71
fffe3400350036003600,Yvette Milla,0.08,9.0,5.0,40.0,Wood,6.61,23.57,No,No,No,Airways,No,Working Class,No,03/26/16,03/24/16,FPO AA 75487,144.06
fffe3800370032003600,Sergio Barlow,0.05,28.0,13.0,4199.0,Clay,5.79,17.42,No,Yes,Yes,Roadways,Yes,Working Class,No,08/29/16,08/30/16,"Lake Susanton, VA 28910",210.15
fffe3500390038003100,Irwin Shephard,0.5,30.0,9.0,589.0,Wood,3.3,13.94,Yes,No,Yes,Waterways,No,Wealthy,,01/16/19,01/17/19,DPO AA 24906,255.88
fffe3900320030003200,Rose Barrios,0.82,16.0,7.0,111795.0,Stone,616.48,59.84,No,No,No,Roadways,No,Working Class,No,03/08/15,03/05/15,"Port Jonathan, VA 22369",17851.7
fffe3200370035003700,Michael White,,3.0,3.0,134.0,Marble,3.45,17.64,No,No,No,,No,Working Class,,05/19/17,05/23/17,"West Megan, DC 20178",193.79
fffe3500300031003500,Diane Jones,0.29,26.0,7.0,226558.0,,771.95,97.4,No,Yes,No,Airways,No,Wealthy,No,02/04/18,02/07/18,"Stephensonhaven, DC 91343",4396.97
fffe330031003400,Brandon Ayala,0.69,7.0,5.0,,Clay,3.31,13.45,No,No,No,Roadways,Yes,Working Class,No,02/05/15,02/08/15,"Tonishire, MO 47638",174.17
fffe3600360030003700,David Delia,0.39,5.0,4.0,343.0,Brass,4.87,19.53,Yes,No,Yes,Waterways,No,Working Class,No,01/17/16,01/20/16,"South Lee, VA 04700",190.95
fffe3200320039003300,Bruce Allard,0.17,36.0,11.0,1328104.0,Stone,3706.96,87.81,Yes,Yes,Yes,,No,Working Class,No,05/06/19,05/06/19,"Sarahhaven, MI 20497",14498.99
fffe3500360037003600,Daniel Soto,0.05,32.0,6.0,305949.0,Stone,158.34,89.24,No,No,Yes,Roadways,No,Working Class,No,06/11/16,06/08/16,"New Shannonfurt, NY 31318",960.42
fffe3300320033003700,Robert Crabtree,0.19,19.0,,4294.0,,5.87,11.99,Yes,No,Yes,,No,Working Class,,06/29/16,07/03/16,"South Joshua, MA 05938",190.59
fffe3900350032003100,Suellen Rash,0.4,15.0,8.0,830.0,Clay,5.05,24.51,Yes,Yes,No,Airways,Yes,Wealthy,No,07/27/15,07/30/15,"Reyesstad, OH 02017",306.54
fffe3400350037003200,Angelica Joe,0.16,30.0,14.0,,Wood,3.54,13.28,No,No,No,,No,Working Class,No,04/28/18,04/27/18,"Pearsonshire, NV 61983",117.21
fffe3100360030003300,Anna Ward,0.43,18.0,12.0,11310.0,Bronze,44.23,98.12,No,No,No,Waterways,No,Working Class,No,07/12/18,07/10/18,"Newtonburgh, DE 79783",983.27
fffe3900340039003300,Theda Knowles,0.67,22.0,8.0,1603.0,Clay,6.41,12.51,Yes,Yes,Yes,Airways,Yes,Working Class,No,06/19/16,06/16/16,"Kristenborough, ME 83289",634.91
fffe3400300032003600,Grace Tagle,,12.0,,614.0,Clay,6.27,18.44,No,Yes,No,Airways,Yes,Wealthy,Yes,11/24/17,11/24/17,FPO AA 73977,224.06
fffe350032003500,Rose Strain,0.73,30.0,9.0,990084.0,Stone,3096.24,91.59,No,No,No,Roadways,No,Working Class,No,02/15/19,02/15/19,"New Whitneyside, MS 26991",17144.53
fffe3800310033003800,Patrice Philbert,0.32,12.0,6.0,595.0,Clay,5.37,11.4,Yes,Yes,No,Airways,Yes,Working Class,No,12/28/17,12/27/17,"North Brianland, WA 02958",182.56
fffe3900330036003400,Shirley Freeze,0.2,13.0,8.0,91912.0,Stone,196.69,74.79,Yes,No,Yes,Roadways,No,Wealthy,No,12/23/17,12/23/17,"South Brent, NH 59318",1068.28
fffe330036003200,Jimmie Kelly,,51.0,16.0,1396.0,,6.98,21.47,Yes,No,No,Roadways,No,Working Class,No,03/25/17,03/29/17,"Jacksonton, UT 26146",190.73
fffe3800380039003800,Deborah Soderberg,0.99,10.0,4.0,971.0,Brass,5.34,11.82,No,Yes,No,Airways,No,Wealthy,No,04/23/19,04/24/19,APO AP 04492,502.26
fffe350030003800,Angela Clarke,0.56,22.0,17.0,533.0,Wood,4.24,23.55,Yes,No,No,Airways,No,Working Class,No,12/07/18,12/11/18,"Brittanyborough, FL 53641",342.23
fffe3700310038003200,Mark Toombs,0.33,14.0,6.0,398.0,Clay,3.31,24.88,Yes,No,No,Roadways,Yes,Working Class,No,03/11/16,03/09/16,"Port Stacyberg, SD 39200",264.6
fffe3700320030003800,Marion Harvey,0.76,9.0,5.0,218.0,Clay,5.5,16.26,No,No,Yes,Airways,Yes,Working Class,Yes,07/27/15,07/26/15,"West Mark, IL 74574",352.64
fffe3100390037003400,Dena Rodriguez,0.52,20.0,7.0,113230.0,,128.72,25.93,No,No,No,,No,Working Class,No,02/26/17,02/26/17,"Churchshire, NE 14512",733.08
fffe3700300039003500,Beatrice Santillan,0.36,9.0,5.0,256.0,Clay,5.98,18.93,No,No,Yes,Airways,Yes,Working Class,No,07/26/19,07/28/19,"Edwardstown, IN 44061",189.28
