Customer Id,Artist Name,Artist Reputation,Height,Width,Weight,Material,Price Of Sculpture,Base Shipping Price,International,Express Shipment,Installation Included,Transport,Fragile,Customer Information,Remote Location,Scheduled Date,Delivery Date,Customer Location,Cost
fffe3900350033003300,Billy Jenkins,0.26,17.0,6.0,4128.0,Brass,13.91,16.27,Yes,Yes,No,Airways,No,Working Class,No,06/07/15,06/03/15,"New Michelle, OH 50777",-283.29
fffe3800330031003900,Jean Bryant,0.28,3.0,3.0,61.0,Brass,6.83,15.0,No,No,No,Roadways,No,Working Class,No,03/06/17,03/05/17,"New Michaelport, WY 12072",-159.96
fffe3600370035003100,Laura Miller,0.07,8.0,5.0,237.0,Clay,4.96,21.18,No,No,No,Roadways,Yes,Working Class,Yes,03/09/15,03/08/15,"Bowmanshire, WA 19241",-154.29
fffe350031003300,Robert Chaires,0.12,9.0,,,Aluminium,5.81,16.31,No,No,No,,No,Wealthy,Yes,05/24/15,05/20/15,"East Robyn, KY 86375",-161.16
fffe3900320038003400,Rosalyn Krol,0.15,17.0,6.0,324.0,Aluminium,3.18,11.94,Yes,Yes,Yes,Airways,No,Working Class,No,12/18/16,12/14/16,"Aprilside, PA 52793",-159.23
fffe3300390039003900,Tracy Francis,0.99,46.0,19.0,1178.0,Wood,6.16,16.88,No,Yes,No,,No,Wealthy,No,08/28/15,08/26/15,"Maddenberg, AL 43096",-1922.78
fffe3800360033003700,David Hawes,0.64,17.0,9.0,7264.0,Brass,8.26,90.67,No,Yes,No,Roadways,No,Working Class,No,06/05/16,06/02/16,"South Matthew, WV 76033",-1536.66
fffe3800300039003800,David Osher,0.74,23.0,10.0,3287.0,Clay,12.81,13.25,Yes,No,No,Waterways,Yes,Wealthy,No,06/04/19,05/31/19,"Davidmouth, CA 37824",-422.42
fffe3800330032003900,Arnold Reel,0.0,6.0,4.0,108.0,Clay,3.98,19.76,Yes,No,No,Waterways,Yes,Working Class,Yes,08/27/18,08/23/18,"Lisaville, ND 43925",-160.1
fffe3800310031003800,James Comfort,0.12,23.0,9.0,195226.0,Marble,245.63,49.25,No,No,No,Roadways,No,Working Class,No,07/14/16,07/10/16,"Jacobland, WV 85997",-834.27
fffe3100350034003800,Greg Mendez,0.14,47.0,25.0,40834.0,Bronze,37.22,85.09,No,No,Yes,,No,Working Class,No,07/29/15,07/27/15,"Brittanyside, GA 80351",-652.66
fffe380031003700,Stacey Carlozzi,0.29,32.0,9.0,,Stone,1800.96,56.04,No,No,Yes,Airways,No,Working Class,No,03/01/16,03/01/16,"Jacquelinemouth, WA 65740",-4106.98
fffe3900370032003400,Beverly Credeur,0.26,13.0,6.0,1534.0,Bronze,5.87,20.72,No,Yes,No,Airways,No,Working Class,No,10/26/17,10/28/17,"Reidshire, DC 83551",-190.08
fffe3400370033003400,James Davis,0.54,26.0,9.0,,Wood,6.47,17.55,No,Yes,Yes,,No,Working Class,No,09/16/18,09/17/18,"West Shannonside, WA 15898",-334.98
fffe310033003100,Patricia Crosslin,0.69,21.0,6.0,3954.0,Brass,14.03,16.43,Yes,No,Yes,Waterways,No,Working Class,No,04/30/18,05/03/18,"Kruegerchester, TX 85901",-359.72
fffe3800360036003700,Raul White,0.72,44.0,12.0,4991242.0,Stone,29625.6,84.38,No,No,Yes,Roadways,No,Working Class,Yes,06/24/18,06/26/18,"East Julia, CO 36716",-88316.02
fffe3600310039003300,Esther Simmons,0.27,10.0,4.0,11909.0,Stone,29.47,28.18,Yes,No,No,Waterways,No,Working Class,No,04/29/19,04/26/19,"Jimenezfurt, WY 87107",-329.2
fffe3800350033003500,Pete Oh,0.1,37.0,9.0,239463.0,Marble,771.98,64.64,No,No,No,Roadways,Yes,Working Class,No,09/23/18,09/22/18,APO AE 89114,-1924.3
fffe3900360036003600,Ralph Mangum,0.11,19.0,14.0,7976.0,Bronze,7.1,82.84,No,Yes,No,Roadways,No,Wealthy,No,02/10/17,02/14/17,"North Sarah, OR 85972",-425.64
fffe3500380035003600,Jennifer Johnson,0.54,,,65103.0,Stone,165.05,86.65,No,No,Yes,Roadways,No,Wealthy,No,04/11/19,04/13/19,DPO AE 79107,-1354.11
fffe3300370038003200,Kathryn Dodge,0.59,20.0,9.0,198.0,,5.56,15.76,No,Yes,No,,No,Wealthy,No,11/10/18,11/07/18,"Sanchezborough, MI 63030",-318.74
fffe320030003900,Laura Price,0.11,,9.0,216919.0,Marble,263.03,46.56,Yes,No,Yes,Waterways,No,Working Class,No,07/06/17,07/06/17,"East Stephanie, WY 49027",-708.99
fffe3900360035003300,John Blair,0.66,9.0,5.0,184.0,Aluminium,6.9,10.48,No,No,No,Roadways,No,Working Class,No,11/10/16,11/07/16,FPO AE 03279,-244.61
fffe3600360032003400,Georgia Andrus,0.57,29.0,9.0,745770.0,Stone,3403.92,30.87,Yes,Yes,Yes,Airways,No,Working Class,No,11/15/18,11/13/18,"Dudleyview, NM 25088",-39680.72
fffe3200320035003600,Ma Sova,0.43,24.0,8.0,261562.0,Marble,1562.1,91.58,Yes,No,No,Waterways,No,Working Class,No,12/31/16,12/31/16,"North Elizabeth, AR 06294",-2296.74
fffe36003800,Mark Davis,,10.0,4.0,174.0,,6.63,19.61,Yes,No,No,Waterways,No,Working Class,No,06/10/16,06/13/16,FPO AP 74160,-279.16
fffe3400350031003200,Chris Gomez,0.2,25.0,9.0,7901.0,Brass,8.56,93.59,No,No,No,Waterways,No,Working Class,Yes,10/03/17,10/04/17,"West Raymondfurt, VT 08481",-547.81
fffe3400300031003000,Nicole Bice,0.47,28.0,15.0,985.0,Aluminium,6.76,19.83,No,No,Yes,Roadways,No,Working Class,No,02/05/17,02/01/17,"Lake Bradleyside, IA 95560",-371.82
fffe320038003600,Marian Castillo,0.51,16.0,8.0,63720.0,,151.19,59.22,No,No,Yes,,No,Wealthy,Yes,05/23/18,05/23/18,"Justinmouth, MN 41168",-1087.36
fffe3100300038003400,Cheyenne Witt,0.67,17.0,6.0,182.0,Wood,6.0,11.04,No,No,No,,No,Wealthy,No,02/07/16,02/08/16,"Olsonport, CO 96580",-280.22
fffe3800390030003700,Eunice Winkler,0.56,20.0,8.0,53954.0,Marble,162.93,99.06,No,Yes,No,Airways,No,Working Class,No,03/05/19,03/09/19,"West Dakotaburgh, NH 74823",-1358.73
fffe3700370037003600,Henry Humphrey,0.25,10.0,4.0,4900.0,Marble,25.83,18.35,Yes,Yes,Yes,Airways,No,Wealthy,No,04/30/17,04/27/17,"Savannahland, SC 44156",-358.92
fffe38003100,Viola Lackland,0.31,13.0,7.0,449.0,Aluminium,4.91,24.67,No,No,Yes,Airways,No,Working Class,No,10/01/18,10/01/18,DPO AA 66525,-214.15
fffe3200310033003600,Robert Torres,0.57,6.0,4.0,79.0,,4.71,22.24,No,No,No,,Yes,Wealthy,,04/10/17,04/10/17,APO AA 74413,-241.48
fffe3500350031003600,Michael Doyle,0.01,,5.0,88.0,,6.51,22.49,Yes,No,No,Waterways,No,Working Class,No,02/03/18,02/06/18,"Lopezton, WV 10067",-128.38
fffe3200380038003500,Alejandro Reyes,0.68,8.0,5.0,301.0,Clay,4.38,20.36,Yes,No,No,Waterways,Yes,Working Class,No,04/01/18,03/31/18,"Lake Anthony, OK 74169",-280.42
fffe3800320035003100,Amber Gutierrez,0.23,16.0,8.0,358.0,Aluminium,3.26,13.82,Yes,No,No,Airways,No,Wealthy,Yes,10/15/17,10/12/17,"Finleyville, WV 40409",-179.32
fffe3700320035003300,Stefan Moquin,0.52,36.0,17.0,593.0,Wood,3.86,17.0,No,No,Yes,Roadways,No,Working Class,No,10/20/18,10/24/18,APO AP 74070,-288.58
fffe3900320032003700,Magdalena Jordan,0.59,22.0,15.0,16046.0,Brass,99.52,89.55,Yes,No,Yes,Waterways,No,Working Class,No,06/28/15,06/28/15,APO AP 17205,-4895.23
fffe380033003800,Gail Stalvey,0.01,16.0,7.0,1002.0,Clay,4.15,22.03,No,No,No,,Yes,Working Class,,11/01/15,10/31/15,"Hillstad, HI 53450",-156.3
